TE0,000,T00,0000,T01,0001,,0,787
TE0,000,T00,0000,T02,0002,,0,787
TE0,000,T00,0000,T03,0003,,0,787
TE0,000,T00,0000,T04,0004,,0,787
TE0,000,T00,0000,T05,0005,,0,787
TE0,000,T00,0000,T06,0006,,0,787
TE0,000,T00,0000,T07,0007,,0,787
TE0,000,T01,0001,T00,0000,,0,787
TE0,000,T01,0001,T02,0002,,0,787
TE0,000,T01,0001,T03,0003,,0,787
TE0,000,T01,0001,T04,0004,,0,787
TE0,000,T01,0001,T05,0005,,0,787
TE0,000,T01,0001,T06,0006,,0,787
TE0,000,T01,0001,T07,0007,,0,787
TE0,000,T02,0002,T00,0000,,0,787
TE0,000,T02,0002,T01,0001,,0,787
TE0,000,T02,0002,T03,0003,,0,787
TE0,000,T02,0002,T04,0004,,0,787
TE0,000,T02,0002,T05,0005,,0,787
TE0,000,T02,0002,T06,0006,,0,787
TE0,000,T02,0002,T07,0007,,0,787
TE0,000,T03,0003,T00,0000,,0,787
TE0,000,T03,0003,T01,0001,,0,787
TE0,000,T03,0003,T02,0002,,0,787
TE0,000,T03,0003,T04,0004,,0,787
TE0,000,T03,0003,T05,0005,,0,787
TE0,000,T03,0003,T06,0006,,0,787
TE0,000,T03,0003,T07,0007,,0,787
TE0,000,T04,0004,T00,0000,,0,787
TE0,000,T04,0004,T01,0001,,0,787
TE0,000,T04,0004,T02,0002,,0,787
TE0,000,T04,0004,T03,0003,,0,787
TE0,000,T04,0004,T05,0005,,0,787
TE0,000,T04,0004,T06,0006,,0,787
TE0,000,T04,0004,T07,0007,,0,787
TE0,000,T05,0005,T00,0000,,0,787
TE0,000,T05,0005,T01,0001,,0,787
TE0,000,T05,0005,T02,0002,,0,787
TE0,000,T05,0005,T03,0003,,0,787
TE0,000,T05,0005,T04,0004,,0,787
TE0,000,T05,0005,T06,0006,,0,787
TE0,000,T05,0005,T07,0007,,0,787
TE0,000,T06,0006,T00,0000,,0,787
TE0,000,T06,0006,T01,0001,,0,787
TE0,000,T06,0006,T02,0002,,0,787
TE0,000,T06,0006,T03,0003,,0,787
TE0,000,T06,0006,T04,0004,,0,787
TE0,000,T06,0006,T05,0005,,0,787
TE0,000,T06,0006,T07,0007,,0,787
TE0,000,T07,0007,T00,0000,,0,787
TE0,000,T07,0007,T01,0001,,0,787
TE0,000,T07,0007,T02,0002,,0,787
TE0,000,T07,0007,T03,0003,,0,787
TE0,000,T07,0007,T04,0004,,0,787
TE0,000,T07,0007,T05,0005,,0,787
TE0,000,T07,0007,T06,0006,,0,787
TE0,000,T00,0000,T00,1000,,0,787
TE0,000,T04,0004,T04,1004,,0,787
TE1,001,T10,1000,T11,1001,,0,787
TE1,001,T10,1000,T12,1002,,0,787
TE1,001,T10,1000,T13,1003,,0,787
TE1,001,T10,1000,T14,1004,,0,787
TE1,001,T10,1000,T15,1005,,0,787
TE1,001,T10,1000,T16,1006,,0,787
TE1,001,T10,1000,T17,1007,,0,787
TE1,001,T11,1001,T10,1000,,0,787
TE1,001,T11,1001,T12,1002,,0,787
TE1,001,T11,1001,T13,1003,,0,787
TE1,001,T11,1001,T14,1004,,0,787
TE1,001,T11,1001,T15,1005,,0,787
TE1,001,T11,1001,T16,1006,,0,787
TE1,001,T11,1001,T17,1007,,0,787
TE1,001,T12,1002,T10,1000,,0,787
TE1,001,T12,1002,T11,1001,,0,787
TE1,001,T12,1002,T13,1003,,0,787
TE1,001,T12,1002,T14,1004,,0,787
TE1,001,T12,1002,T15,1005,,0,787
TE1,001,T12,1002,T16,1006,,0,787
TE1,001,T12,1002,T17,1007,,0,787
TE1,001,T13,1003,T10,1000,,0,787
TE1,001,T13,1003,T11,1001,,0,787
TE1,001,T13,1003,T12,1002,,0,787
TE1,001,T13,1003,T14,1004,,0,787
TE1,001,T13,1003,T15,1005,,0,787
TE1,001,T13,1003,T16,1006,,0,787
TE1,001,T13,1003,T17,1007,,0,787
TE1,001,T14,1004,T10,1000,,0,787
TE1,001,T14,1004,T11,1001,,0,787
TE1,001,T14,1004,T12,1002,,0,787
TE1,001,T14,1004,T13,1003,,0,787
TE1,001,T14,1004,T15,1005,,0,787
TE1,001,T14,1004,T16,1006,,0,787
TE1,001,T14,1004,T17,1007,,0,787
TE1,001,T15,1005,T10,1000,,0,787
TE1,001,T15,1005,T11,1001,,0,787
TE1,001,T15,1005,T12,1002,,0,787
TE1,001,T15,1005,T13,1003,,0,787
TE1,001,T15,1005,T14,1004,,0,787
TE1,001,T15,1005,T16,1006,,0,787
TE1,001,T15,1005,T17,1007,,0,787
TE1,001,T16,1006,T10,1000,,0,787
TE1,001,T16,1006,T11,1001,,0,787
TE1,001,T16,1006,T12,1002,,0,787
TE1,001,T16,1006,T13,1003,,0,787
TE1,001,T16,1006,T14,1004,,0,787
TE1,001,T16,1006,T15,1005,,0,787
TE1,001,T16,1006,T17,1007,,0,787
TE1,001,T17,1007,T10,1000,,0,787
TE1,001,T17,1007,T11,1001,,0,787
TE1,001,T17,1007,T12,1002,,0,787
TE1,001,T17,1007,T13,1003,,0,787
TE1,001,T17,1007,T14,1004,,0,787
TE1,001,T17,1007,T15,1005,,0,787
TE1,001,T17,1007,T16,1006,,0,787
TE1,001,T10,1000,T10,2000,,0,787
TE1,001,T14,1004,T14,2004,,0,787
TE2,002,T20,2000,T21,2001,,0,787
TE2,002,T20,2000,T22,2002,,0,787
TE2,002,T20,2000,T23,2003,,0,787
TE2,002,T20,2000,T24,2004,,0,787
TE2,002,T20,2000,T25,2005,,0,787
TE2,002,T20,2000,T26,2006,,0,787
TE2,002,T20,2000,T27,2007,,0,787
TE2,002,T21,2001,T20,2000,,0,787
TE2,002,T21,2001,T22,2002,,0,787
TE2,002,T21,2001,T23,2003,,0,787
TE2,002,T21,2001,T24,2004,,0,787
TE2,002,T21,2001,T25,2005,,0,787
TE2,002,T21,2001,T26,2006,,0,787
TE2,002,T21,2001,T27,2007,,0,787
TE2,002,T22,2002,T20,2000,,0,787
TE2,002,T22,2002,T21,2001,,0,787
TE2,002,T22,2002,T23,2003,,0,787
TE2,002,T22,2002,T24,2004,,0,787
TE2,002,T22,2002,T25,2005,,0,787
TE2,002,T22,2002,T26,2006,,0,787
TE2,002,T22,2002,T27,2007,,0,787
TE2,002,T23,2003,T20,2000,,0,787
TE2,002,T23,2003,T21,2001,,0,787
TE2,002,T23,2003,T22,2002,,0,787
TE2,002,T23,2003,T24,2004,,0,787
TE2,002,T23,2003,T25,2005,,0,787
TE2,002,T23,2003,T26,2006,,0,787
TE2,002,T23,2003,T27,2007,,0,787
TE2,002,T24,2004,T20,2000,,0,787
TE2,002,T24,2004,T21,2001,,0,787
TE2,002,T24,2004,T22,2002,,0,787
TE2,002,T24,2004,T23,2003,,0,787
TE2,002,T24,2004,T25,2005,,0,787
TE2,002,T24,2004,T26,2006,,0,787
TE2,002,T24,2004,T27,2007,,0,787
TE2,002,T25,2005,T20,2000,,0,787
TE2,002,T25,2005,T21,2001,,0,787
TE2,002,T25,2005,T22,2002,,0,787
TE2,002,T25,2005,T23,2003,,0,787
TE2,002,T25,2005,T24,2004,,0,787
TE2,002,T25,2005,T26,2006,,0,787
TE2,002,T25,2005,T27,2007,,0,787
TE2,002,T26,2006,T20,2000,,0,787
TE2,002,T26,2006,T21,2001,,0,787
TE2,002,T26,2006,T22,2002,,0,787
TE2,002,T26,2006,T23,2003,,0,787
TE2,002,T26,2006,T24,2004,,0,787
TE2,002,T26,2006,T25,2005,,0,787
TE2,002,T26,2006,T27,2007,,0,787
TE2,002,T27,2007,T20,2000,,0,787
TE2,002,T27,2007,T21,2001,,0,787
TE2,002,T27,2007,T22,2002,,0,787
TE2,002,T27,2007,T23,2003,,0,787
TE2,002,T27,2007,T24,2004,,0,787
TE2,002,T27,2007,T25,2005,,0,787
TE2,002,T27,2007,T26,2006,,0,787
TE2,002,T20,2000,T20,3000,,0,787
TE2,002,T24,2004,T24,3004,,0,787
TE3,003,T30,3000,T31,3001,,0,787
TE3,003,T30,3000,T32,3002,,0,787
TE3,003,T30,3000,T33,3003,,0,787
TE3,003,T30,3000,T34,3004,,0,787
TE3,003,T30,3000,T35,3005,,0,787
TE3,003,T30,3000,T36,3006,,0,787
TE3,003,T30,3000,T37,3007,,0,787
TE3,003,T31,3001,T30,3000,,0,787
TE3,003,T31,3001,T32,3002,,0,787
TE3,003,T31,3001,T33,3003,,0,787
TE3,003,T31,3001,T34,3004,,0,787
TE3,003,T31,3001,T35,3005,,0,787
TE3,003,T31,3001,T36,3006,,0,787
TE3,003,T31,3001,T37,3007,,0,787
TE3,003,T32,3002,T30,3000,,0,787
TE3,003,T32,3002,T31,3001,,0,787
TE3,003,T32,3002,T33,3003,,0,787
TE3,003,T32,3002,T34,3004,,0,787
TE3,003,T32,3002,T35,3005,,0,787
TE3,003,T32,3002,T36,3006,,0,787
TE3,003,T32,3002,T37,3007,,0,787
TE3,003,T33,3003,T30,3000,,0,787
TE3,003,T33,3003,T31,3001,,0,787
TE3,003,T33,3003,T32,3002,,0,787
TE3,003,T33,3003,T34,3004,,0,787
TE3,003,T33,3003,T35,3005,,0,787
TE3,003,T33,3003,T36,3006,,0,787
TE3,003,T33,3003,T37,3007,,0,787
TE3,003,T34,3004,T30,3000,,0,787
TE3,003,T34,3004,T31,3001,,0,787
TE3,003,T34,3004,T32,3002,,0,787
TE3,003,T34,3004,T33,3003,,0,787
TE3,003,T34,3004,T35,3005,,0,787
TE3,003,T34,3004,T36,3006,,0,787
TE3,003,T34,3004,T37,3007,,0,787
TE3,003,T35,3005,T30,3000,,0,787
TE3,003,T35,3005,T31,3001,,0,787
TE3,003,T35,3005,T32,3002,,0,787
TE3,003,T35,3005,T33,3003,,0,787
TE3,003,T35,3005,T34,3004,,0,787
TE3,003,T35,3005,T36,3006,,0,787
TE3,003,T35,3005,T37,3007,,0,787
TE3,003,T36,3006,T30,3000,,0,787
TE3,003,T36,3006,T31,3001,,0,787
TE3,003,T36,3006,T32,3002,,0,787
TE3,003,T36,3006,T33,3003,,0,787
TE3,003,T36,3006,T34,3004,,0,787
TE3,003,T36,3006,T35,3005,,0,787
TE3,003,T36,3006,T37,3007,,0,787
TE3,003,T37,3007,T30,3000,,0,787
TE3,003,T37,3007,T31,3001,,0,787
TE3,003,T37,3007,T32,3002,,0,787
TE3,003,T37,3007,T33,3003,,0,787
TE3,003,T37,3007,T34,3004,,0,787
TE3,003,T37,3007,T35,3005,,0,787
TE3,003,T37,3007,T36,3006,,0,787
TE3,003,T30,3000,T30,4000,,0,787
TE3,003,T34,3004,T34,4004,,0,787
TE4,004,T40,4000,T41,4001,,0,787
TE4,004,T40,4000,T42,4002,,0,787
TE4,004,T40,4000,T43,4003,,0,787
TE4,004,T40,4000,T44,4004,,0,787
TE4,004,T40,4000,T45,4005,,0,787
TE4,004,T40,4000,T46,4006,,0,787
TE4,004,T40,4000,T47,4007,,0,787
TE4,004,T41,4001,T40,4000,,0,787
TE4,004,T41,4001,T42,4002,,0,787
TE4,004,T41,4001,T43,4003,,0,787
TE4,004,T41,4001,T44,4004,,0,787
TE4,004,T41,4001,T45,4005,,0,787
TE4,004,T41,4001,T46,4006,,0,787
TE4,004,T41,4001,T47,4007,,0,787
TE4,004,T42,4002,T40,4000,,0,787
TE4,004,T42,4002,T41,4001,,0,787
TE4,004,T42,4002,T43,4003,,0,787
TE4,004,T42,4002,T44,4004,,0,787
TE4,004,T42,4002,T45,4005,,0,787
TE4,004,T42,4002,T46,4006,,0,787
TE4,004,T42,4002,T47,4007,,0,787
